,Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
344,4,84,289536,10,10,333360,484,247880,14,10,7,262144,16736,1488,0,1
345,1,84,34576,10,10,256608,482,274432,14,10,6,262144,16704,1488,0,1
346,2,84,69376,10,10,253072,482,282624,14,10,7,262144,16704,1488,0,1
347,4,84,1197968,10,10,1386320,160,1059176,14,10,7,262144,16736,1056,0,1
348,4,56,123760,0,6,174400,132,122880,12,0,6,1048576,352,1328,0,1
349,4,28,16384,0,4,32768,137,37304,2,28,11,2097152,32768,1256,0,1
350,1,28,82464,0,4,0,0,8192,11,0,3,1048576,34144,960,0,1
351,4,84,69008,10,10,76608,120,62904,14,10,7,262144,16736,1056,0,1
352,1,84,119984,0,6,139760,116,110592,14,10,6,1048576,16704,992,0,1
353,4,84,143392,0,6,181504,116,122880,14,10,7,1048576,16736,992,0,1
354,4,28,528384,0,0,597056,52,0,9,0,12,1048576,0,25536,0,1
355,4,28,442368,0,0,498704,54,0,9,0,9,1048576,0,21628,0,1
356,4,28,5200,6,6,0,0,4096,9,0,5,524288,32832,6416,0,1
357,4,28,5392,6,6,1012048,6695,4096,9,0,6,262144,320,24872,0,1
358,1,84,28320,10,10,312832,6752,327680,14,10,6,262144,16704,25896,0,1
359,4,84,392176,10,10,478448,6752,380952,14,10,7,262144,16736,25896,0,1
360,1,28,4752,6,6,715936,6695,4096,9,0,6,262144,320,24872,0,1
361,1,84,19776,10,10,247520,240,253952,14,10,6,262144,16704,608568,0,1
362,4,84,252816,10,10,293824,240,234864,14,10,7,262144,16736,608568,0,1
363,1,28,5360,6,6,378224,240,4096,9,0,5,262144,320,609456,0,1
364,4,28,6624,6,6,494064,240,4096,9,0,5,262144,320,609456,0,1
365,4,84,152288,10,10,158528,296,140224,14,10,6,262144,16736,1096,0,1
366,1,84,15248,10,10,129088,296,143360,14,10,5,262144,16704,1096,0,1
367,4,84,13344,10,10,0,0,12640,14,10,7,524288,49632,2576,0,1
368,1,28,57616,0,5,116848,2214,57344,10,0,5,1048576,320,1912,0,1
369,4,28,70176,0,5,133120,2104,69632,10,0,6,1048576,320,1888,0,1
370,1,28,25136,0,5,0,0,24576,10,0,5,1048576,33088,33016,0,1
371,4,0,0,0,6,55792,5200,40960,12,0,6,1048576,352,888,0,1
372,1,28,40560,0,6,42960,5496,32768,14,10,5,1048576,320,936,0,1
373,1,28,416928,0,6,428736,1672,319488,14,10,5,1048576,320,944,0,1
374,4,0,0,0,6,119168,477,102400,12,0,6,1048576,352,880,0,1
375,1,28,119360,0,6,120208,508,110592,14,10,5,1048576,320,928,0,1
376,1,84,9808,10,10,64256,124,69632,14,10,5,262144,16704,3016,0,1
377,4,84,75088,10,10,87152,124,68696,14,10,6,262144,16736,3016,0,1
378,1,0,0,0,5,0,0,143360,10,0,5,1048576,33088,1657720,0,1
379,1,28,185056,0,5,0,0,184320,10,0,5,1048576,33088,32904,0,1
380,4,28,20880,0,5,23952,116,20480,10,0,6,1048576,320,928,0,1
381,1,28,16592,0,5,18848,124,16384,10,0,5,1048576,320,952,0,1
382,4,28,8480,0,5,9760,71,8192,10,0,6,1048576,320,896,0,1
383,1,28,8368,0,5,9744,74,8192,10,0,5,1048576,320,920,0,1
384,1,84,13524,0,6,20480,146,16384,14,10,5,1048576,320,17192,0,1
385,4,84,858864,10,10,0,0,793960,14,10,7,524288,49504,2048,0,1
386,4,28,5152,6,6,0,0,4096,9,0,5,524288,33088,2024,0,1
387,1,84,7072,10,10,0,0,319488,14,10,5,262144,49472,2024,0,1
388,4,84,66000,10,10,0,0,62000,14,10,6,524288,49504,2024,0,1
389,1,28,4640,6,6,0,0,4096,9,0,4,262144,33088,2024,0,1
390,1,84,8128,10,10,73792,3181,81920,14,10,6,262144,16704,1024,0,1
391,4,84,86928,10,10,98272,3184,82192,14,10,7,262144,16736,1024,0,1
392,1,28,4480,6,6,74464,3071,4096,9,0,4,262144,320,1024,0,1
393,4,28,4864,6,6,89632,3071,4096,9,0,5,262144,320,1024,0,1
394,4,28,46880,0,4,0,0,0,8,0,2,4194304,1280,1536,0,1
395,1,28,46880,0,4,0,0,8192,8,0,3,1048576,1280,1536,0,1
396,1,28,52436,0,4,0,0,8192,48,0,3,1048576,34144,2360,0,1
397,4,28,52428,0,4,0,0,0,48,0,2,4194304,34144,2360,0,1
398,4,28,277568,0,4,0,0,274432,8,0,5,1048576,32768,161456,0,1
399,4,56,62128,0,6,97296,86,61440,12,0,6,1048576,352,1616,0,1
400,1,56,546048,0,6,862656,5117,544768,12,0,6,1048576,320,2984,0,1
401,1,56,533728,0,6,0,0,532480,12,0,6,1048576,33088,3288,0,1
402,1,84,4384,10,10,0,0,16384,14,10,6,262144,49600,1072,0,1
403,4,84,12976,10,10,0,0,12560,14,10,7,524288,49632,1072,0,1
404,4,84,184016,10,10,232512,1420,170928,14,10,8,262144,16864,30496,0,1
405,1,84,21248,10,10,193632,1419,208896,14,10,7,262144,16832,30496,0,1
406,4,28,4912,6,6,62240,747,4096,9,0,5,262144,320,1032,0,1
407,1,28,4512,6,6,50624,747,4096,9,0,4,262144,320,1032,0,1
408,1,84,18400,10,10,143280,102,151552,14,10,6,262144,16704,1056,0,1
409,4,84,136432,10,10,189776,104,123168,14,10,7,262144,16736,1056,0,1
410,4,28,5200,6,6,140944,102,4096,9,0,5,262144,320,1056,0,1
411,1,28,4640,6,6,88416,102,4096,9,0,4,262144,320,1056,0,1
412,1,84,5616,10,10,19568,107,24576,14,10,5,262144,16704,1048,0,1
413,4,28,74528,0,5,95520,374,73728,9,0,6,1048576,320,1424,0,1
414,4,84,442656,10,10,523264,116,421960,14,10,7,262144,16736,44160,0,1
415,4,84,215728,10,10,0,0,186792,14,10,6,524288,49504,9104,0,1
416,1,28,108320,0,5,153424,2753,106496,10,0,5,1048576,320,1452,0,1
417,1,84,9472,10,10,50768,129,57344,14,10,5,262144,16704,1088,0,1
418,4,84,61856,10,10,64784,132,57320,14,10,6,262144,16736,1088,0,1
419,4,28,5616,6,6,0,0,4096,9,0,5,524288,33088,2016,0,1
420,1,28,4880,6,6,0,0,4096,9,0,4,262144,33088,2016,0,1
421,1,56,776064,0,6,0,0,770048,12,0,5,1048576,33088,376136,1,1
422,4,84,392864,10,10,410624,160,304632,14,10,7,262144,16736,1024,0,1
423,1,56,279520,0,6,0,0,278528,12,0,6,1048576,33088,1880,0,1
424,1,56,328576,0,6,0,0,327680,12,0,6,1048576,33088,1608,0,1
425,1,56,274864,0,6,305136,2357,274432,12,0,5,1048576,320,1280,0,1
426,1,0,0,0,4,0,0,8192,8,0,3,1048576,34112,908,0,1
427,1,0,0,0,4,0,0,8192,8,0,3,1048576,34112,936,0,1
428,1,56,336352,0,6,369408,2357,335872,12,0,5,1048576,320,1288,0,1
429,4,84,1001760,0,6,1080320,7364,942080,14,0,7,1048576,352,2144,0,1
430,4,28,1005984,0,5,1157136,8272,1242304,10,0,7,1048576,320,1881,0,1
431,1,0,0,1,4,512000,6680,520620,2,21,20,2097152,0,1136,0,1
432,1,84,839264,0,6,840272,7364,786432,14,0,6,1048576,320,2176,0,1
433,1,0,0,1,4,520192,6710,528816,2,21,20,2097152,0,1136,0,1
434,4,28,855568,0,6,874832,7424,806912,14,0,6,1048576,352,0,0,1
435,4,28,1067904,0,6,1092416,7424,1011712,14,0,6,1048576,33120,0,0,1
436,1,0,0,0,5,640976,6859,593920,11,0,5,1048576,320,480,0,1
437,4,0,0,0,4,954368,213,959340,2,29,11,2097152,0,0,0,1
438,4,28,1185088,0,6,1210032,216,1159168,14,0,6,1048576,352,0,0,1
439,1,0,0,0,4,0,0,8192,11,0,3,1048576,34144,1056,0,1
440,1,0,0,0,4,0,0,8192,48,0,3,1048576,34144,1232,0,1
441,1,0,0,0,4,0,0,8192,48,0,3,1048576,34144,1208,0,1
442,1,84,13908,10,6,24576,386,20480,14,10,6,1048576,320,1208,0,1
443,1,28,4096,0,6,0,0,0,14,10,2,1048576,1344,832376,0,1
444,1,84,330932,0,6,1118208,76864,331776,14,10,6,1048576,320,1200,0,1
445,1,84,4096,10,10,4192,608,0,14,10,2,262144,17728,968,0,1
446,4,84,4096,10,10,4192,608,0,14,10,2,262144,16736,968,0,1
447,1,28,4096,6,6,4128,607,0,9,0,2,262144,1344,1016,0,1
448,4,28,4096,6,6,4128,607,0,9,0,2,262144,64,1016,0,1
449,4,28,101376,2,6,104608,2796,98304,14,0,7,1048576,352,436,0,1
450,4,28,26992,0,6,0,0,24576,14,0,7,1048576,33120,436,0,1
451,4,28,136064,0,6,0,0,118784,14,0,7,1048576,33120,436,0,1
452,4,28,53248,0,4,0,0,70160,2,28,9,2097152,32768,1256,0,1
453,1,84,10736,10,6,103536,230,114688,14,10,6,1048576,320,4824,0,1
454,1,84,4960,10,10,30400,750,36864,14,10,5,262144,16704,7064,0,1
455,4,84,35360,10,10,38272,752,33056,14,10,6,262144,16736,7072,0,1
456,1,28,4704,6,6,33248,426,4096,9,0,4,262144,320,7000,0,1
457,4,28,5248,6,6,41488,426,4096,9,0,5,262144,320,7000,0,1
458,1,28,5584,6,6,0,0,4096,9,0,4,262144,33088,525752,0,1
459,4,28,7024,6,6,0,0,4096,9,0,5,524288,33088,525752,0,1
460,4,84,331888,10,10,0,0,307784,14,10,6,524288,49504,411456,0,1
461,4,84,3347808,0,6,0,0,2772992,14,0,9,4194304,33120,9475624,0,1
462,4,84,4096,0,6,0,0,0,14,0,2,1048576,352,10374672,0,1
463,1,56,10466944,0,6,10478368,14958,11542528,14,10,8,1048576,320,32540,0,1
464,4,56,11686192,0,6,12121952,14958,13729792,14,10,9,1048576,352,32540,0,1
465,1,56,3409904,0,6,3440848,1326,3538944,14,10,8,1048576,320,1689,0,1
466,4,56,3728336,0,6,3954080,1326,4198400,14,10,9,1048576,352,1689,0,1
467,1,28,4321984,0,6,4594848,128,4321280,9,0,6,1048576,320,1008,0,1
468,1,84,12122752,0,6,12128688,104,10522624,14,10,10,1048576,320,26680,1,1
469,4,28,5686656,0,6,6301760,102,5685248,9,0,8,1048576,320,1008,0,1
470,4,84,14479520,0,6,15168720,104,12759040,14,10,11,1048576,352,26680,1,1
471,4,84,14778704,0,6,15521648,104,12996608,14,10,11,1048576,16736,26680,1,1
472,1,84,12399728,0,6,12405728,104,10747904,14,10,10,1048576,16704,26680,1,1
473,4,28,980048,0,5,1123632,89,978944,9,0,6,1048576,320,1392,0,1
474,4,28,279472,0,5,0,0,278528,9,0,5,1048576,32768,832,0,1
475,4,28,1300976,0,5,1751696,112,1298432,9,0,7,1048576,320,1464,0,1
476,4,84,29104,10,10,0,0,23488,14,10,7,524288,49504,5896,0,1
477,1,84,7776,10,10,89264,751,94208,14,10,6,262144,16704,1008,0,1
478,4,84,83648,10,10,99232,752,79120,14,10,7,262144,16736,1008,0,1
479,4,84,86240,10,10,0,0,69592,14,10,7,524288,49504,1360,0,1
480,1,84,10784,10,10,89920,2481,98304,14,10,6,262144,16704,2416,0,1
481,4,84,105104,10,10,120496,2484,95928,14,10,7,262144,16736,2416,0,1
482,1,84,4352,10,10,10240,160,16384,14,10,5,262144,16704,1056,0,1
483,4,84,12960,10,10,14096,160,12560,14,10,6,262144,16736,1056,0,1
484,1,84,6384,10,10,69856,165,77824,14,10,5,262144,16704,1080,0,1
485,1,28,4336,6,6,69072,165,4096,9,0,4,262144,320,1080,0,1
486,4,56,45856,0,6,62272,183,45056,11,0,6,1048576,352,1408,0,1
487,4,56,706032,0,6,1041728,36251,704512,11,0,6,1048576,352,1288,0,1
488,4,28,20480,0,4,0,0,37428,2,28,9,2097152,32768,1256,0,1
489,1,84,6016,10,10,29120,358,36864,14,10,6,262144,16704,1048,0,1
490,4,84,35616,10,10,41456,360,33856,14,10,7,262144,16736,1048,0,1
491,4,84,926176,10,10,1151616,80,868000,14,10,7,262144,16736,1296,0,1
492,1,84,58960,10,10,843584,78,847872,14,10,6,262144,16704,1296,0,1
493,1,84,4512,10,10,0,0,16384,14,10,6,262144,49472,1872,0,1
494,4,84,13504,10,10,0,0,12560,14,10,7,524288,49504,1872,0,1
495,1,84,8640,10,10,31248,272,36864,14,10,6,262144,16704,1304,0,1
496,4,84,34592,10,10,39536,272,29584,14,10,7,262144,16736,1304,0,1
497,1,84,31312,10,10,603088,4757,614400,14,10,6,262144,16704,19800,0,1
498,4,84,649936,10,10,774608,4760,639152,14,10,7,262144,16736,19800,0,1
499,4,28,6144,6,6,329056,2410,4096,9,0,5,262144,448,4200,0,1
500,1,84,46848,10,10,287312,1734,294912,14,10,6,262144,16704,1080,0,1
501,4,84,319712,10,10,337216,1736,280528,14,10,7,262144,16736,1080,0,1
502,4,28,5120,6,6,111760,1411,4096,9,0,5,262144,448,1080,0,1
503,1,84,5056,10,10,17104,611,24576,14,10,6,262144,16704,1048,0,1
504,4,84,22272,10,10,24560,612,20752,14,10,7,262144,16736,1048,0,1
505,4,28,4624,6,6,19840,499,4096,9,0,5,262144,320,1048,0,1
506,4,84,182016,10,10,186544,2236,156848,14,10,7,262144,16736,120128,0,1
507,4,84,78096,10,10,79904,2128,66176,14,10,6,524288,49504,91040,0,1
508,4,28,5280,6,6,29744,1614,4096,9,0,5,524288,33088,91040,0,1
509,4,28,4848,6,6,16032,1614,4096,9,0,5,524288,33088,90992,0,1
510,4,84,352656,10,10,0,0,298328,14,10,7,524288,49504,536416,0,1
511,4,28,7408,6,6,0,0,4096,9,0,5,524288,33088,94200,0,1
512,1,84,6512,10,10,37040,170,45056,14,10,5,262144,16704,4464,0,1
513,4,84,45952,10,10,51056,172,42304,14,10,6,262144,16736,4464,0,1
514,1,28,4656,6,6,49840,170,4096,9,0,4,262144,320,4464,0,1
515,4,28,5184,6,6,67520,170,4096,9,0,5,262144,320,4464,0,1
516,4,28,6704,6,6,252240,104,4096,9,0,5,262144,320,120864,0,1
517,4,84,378176,10,10,455056,104,365488,14,10,7,262144,16736,124352,0,1
518,1,84,33936,10,10,405952,104,421888,14,10,6,262144,16704,124344,0,1
519,1,28,5392,6,6,209872,104,4096,9,0,4,262144,320,120856,0,1
520,4,84,182192,10,10,217808,164,166472,14,10,6,262144,16736,1024,0,1
521,4,28,5232,6,6,230384,164,4096,9,0,5,262144,320,1024,0,1
522,1,56,74272,0,6,0,0,73728,12,0,5,1048576,33088,1720,0,1
523,4,56,74800,0,6,0,0,73728,12,0,6,1048576,33120,1720,0,1
524,1,28,152304,0,5,0,0,151552,9,0,4,1048576,32768,5104,0,1
525,4,28,161248,0,5,0,0,159744,9,0,5,1048576,32768,5104,0,1
526,1,84,293280,10,10,323760,144,226076,14,10,6,262144,16704,1112,0,1
527,4,84,386736,10,10,459472,144,303320,14,10,7,262144,16736,1112,0,1
528,1,84,767856,10,10,777456,864,655180,14,10,6,262144,16704,1176,0,1
529,4,84,806624,10,10,834176,864,685736,14,10,7,262144,16736,1176,0,1
530,4,28,8464,502,5,9808,73,8192,10,0,6,1048576,448,952,0,1
531,4,28,12848,502,5,19072,79,12288,10,0,6,1048576,448,992,0,1
532,4,28,75472,502,5,0,0,73728,10,0,6,1048576,33216,960,0,1
533,4,28,42560,502,5,0,0,40960,10,0,5,1048576,33216,0,0,1
534,4,28,1990400,502,5,2919968,192,1986560,10,0,7,1048576,448,294460,0,1
535,4,28,13008,502,5,19920,84,12288,10,0,6,1048576,448,920,0,1
536,1,28,201312,502,5,307040,171,200704,10,0,5,1048576,448,296220,0,1
537,4,28,308528,502,5,1274688,19235,307200,10,0,6,1048576,33216,984,1,1
538,4,28,82784,502,5,144704,274,77824,10,0,6,1048576,448,912,1,1
539,4,28,1160416,502,5,3390912,137,1155072,10,0,6,1048576,448,936,1,1
540,4,28,8480,502,5,360192,508,8192,10,0,6,1048576,448,944,0,1
541,4,28,292848,502,5,365904,3482,290816,10,0,6,1048576,448,960,0,1
542,4,28,61696,502,5,86016,483,61440,10,0,8,1048576,128,1048,0,1
543,4,28,29184,502,5,35648,89,28672,10,0,6,1048576,448,992,0,1
544,4,28,58192,502,5,0,0,57344,10,0,6,1048576,33216,968,0,1
545,4,28,8688,502,5,0,0,8192,10,0,6,1048576,33216,936,0,1
546,4,28,82448,502,5,106080,85,81920,10,0,6,1048576,448,976,0,1
547,1,28,53616,502,5,69920,85,53248,10,0,5,1048576,448,976,0,1
548,4,28,30400,502,5,0,0,28672,10,0,6,1048576,33216,976,0,1
549,4,28,20880,502,5,26960,90,20480,10,0,6,1048576,448,984,0,1
550,4,28,25200,502,5,32304,87,24576,10,0,6,1048576,448,976,0,1
551,1,84,4848,10,10,0,0,28672,14,10,5,262144,49472,2528,0,1
552,1,28,4688,6,6,0,0,4096,9,0,4,262144,33088,2528,0,1
553,4,28,7824,6,6,877840,31884,4096,9,0,5,262144,320,911272,0,1
554,4,84,808176,10,10,943648,31900,787808,14,10,7,262144,16736,3474288,0,1
555,1,84,14144,10,10,769232,31898,806912,14,10,6,262144,16704,3474280,0,1
556,1,28,5968,6,6,741776,31884,4096,9,0,4,262144,320,911264,0,1
557,4,84,94512,10,10,0,0,78224,14,10,6,524288,16736,5808,0,1
558,4,28,4752,6,6,0,0,4096,9,0,5,524288,320,5552,0,1
559,4,84,93392,10,10,116128,176,73104,14,10,6,262144,16736,1328,0,1
560,1,28,31544,0,4,0,0,8192,48,0,3,1048576,34144,1680,0,1
561,1,0,0,0,6,0,0,36864,11,0,4,1048576,33024,1536,0,1
562,4,0,0,0,6,0,0,40960,11,0,5,1048576,33056,1536,0,1
563,4,84,1123936,10,10,1241408,144,948904,14,10,7,262144,16736,3816,0,1
564,1,84,179120,10,10,928160,143,937984,14,10,6,262144,16704,3816,0,1
565,4,28,22448,0,4,0,0,0,8,0,2,4194304,1280,1544,0,1
566,1,28,22448,0,4,0,0,8192,8,0,3,1048576,1280,1544,0,1
567,1,28,28924,0,4,0,0,8192,48,0,3,1048576,34144,2328,0,1
568,1,0,0,0,5,213088,87,188416,10,0,7,1048576,320,984,0,1
569,1,0,0,0,6,202384,87,184320,12,0,7,1048576,320,928,0,1
570,1,0,0,0,5,359456,87,262144,10,0,5,1048576,320,952,0,1
571,1,0,0,0,6,385632,87,286720,12,0,5,1048576,320,928,0,1
572,1,0,0,0,5,189392,96,159744,10,0,5,1048576,320,1040,0,1
573,1,0,0,0,6,350096,96,278528,12,0,5,1048576,320,968,0,1
574,1,0,0,0,5,405504,86,372736,10,0,7,1048576,320,1016,0,1
575,1,0,0,0,6,360336,86,344064,12,0,7,1048576,320,928,0,1
576,4,84,24512,10,10,28896,112,23488,14,10,7,262144,16736,1328,0,1
577,4,84,163312,10,10,219808,2956,154776,14,10,7,262144,16736,2496,0,1
578,4,84,206576,10,10,0,0,241664,14,10,9,262144,16736,1008,0,1
579,4,28,136080,6,6,0,0,135168,9,0,7,262144,0,1008,0,1
580,1,84,126720,10,10,688000,163,733184,14,10,5,262144,16704,68920,1,1
581,4,84,824000,10,10,917344,164,708264,14,10,6,262144,16736,68920,1,1
582,1,28,5280,6,6,793056,163,4096,9,0,4,262144,320,68936,1,1
583,4,28,6448,6,6,1184848,163,4096,9,0,5,262144,320,68936,1,1
584,1,84,421632,10,10,2925664,3816,2990080,14,10,6,262144,16704,1296,0,1
585,4,84,4057232,10,10,4893888,3816,3459688,14,10,7,262144,16736,1296,0,1
586,4,84,12880,0,6,0,0,12288,14,0,7,2000000,33120,80744,0,1
587,4,84,8192,0,6,8288,46444,0,14,0,3,1048576,352,2536,0,1
588,1,84,8192,0,6,8288,46320,0,14,0,3,1048576,1344,2576,0,1
589,4,84,1734368,0,6,2930240,44200,1703936,14,0,7,1048576,352,2544,0,1
590,1,84,2753568,0,6,2754608,44196,1724416,14,0,6,1048576,320,2584,0,1
591,4,84,381408,0,6,456736,25404,282624,14,0,6,1048576,352,0,0,1
592,4,84,14064,0,6,0,0,12288,14,0,7,1048576,33120,144,0,1
593,4,84,12880,0,6,0,0,12288,14,0,7,2000000,33120,79184,0,1
594,1,84,12576,0,6,0,0,12288,14,0,6,2000000,33088,79216,0,1
595,4,84,339424,10,10,0,0,283928,14,10,6,524288,49504,1505848,0,1
596,1,84,4096,10,10,4192,688,0,14,10,2,262144,1344,1008,0,1
597,4,28,2166875,0,4,2076672,69191,2148316,2,28,12,2097152,32768,1256,0,1
598,4,28,7840,6,6,0,0,4096,9,0,5,524288,33088,379792,0,1
599,4,84,27456,10,10,29568,120,25304,14,10,6,262144,16736,1056,0,1
600,4,84,1335840,0,6,0,0,1056768,14,10,7,1048576,49504,1072,0,1
601,1,56,4096,10,10,0,0,0,14,10,2,262144,1344,1154152,0,1
602,1,84,5312,10,10,15760,123,20480,14,10,6,262144,16704,6040,0,1
603,4,84,192192,10,10,267744,18424,179608,14,10,7,262144,16736,3480,0,1
604,4,28,49152,0,4,0,0,66304,2,28,9,2097152,32768,1256,0,1
605,4,84,26864,10,10,28384,228,24848,14,10,6,262144,16736,1328,0,1
606,4,84,60448,10,10,0,0,53416,14,10,7,524288,49504,1024,0,1
607,1,0,0,6,5,0,0,103164,2,25,8,1048576,33088,328448,0,1
608,4,28,148448,0,4,181392,213,147456,8,0,6,1048576,0,1104,0,1
609,4,28,135776,0,4,162256,128,135168,8,0,6,1048576,0,1024,0,1
610,4,84,1507600,10,10,0,0,1286472,14,10,7,524288,49504,5608,0,1
611,4,84,82768,0,5,96800,3340,57344,14,0,7,1048576,352,1456,0,1
612,1,28,4784,8,5,0,0,4096,8,0,4,1048576,33088,1624,0,1
613,1,28,87972,0,4,0,0,8192,8,0,3,1048576,1344,18088,0,1
614,4,84,216224,10,10,234176,204,181832,14,10,6,262144,16736,3928,0,1
615,4,84,58352,10,10,63568,132,53840,14,10,7,262144,16736,3304,0,1
616,1,28,102952,0,4,0,0,8192,8,0,3,1048576,1344,15588,0,1
617,4,84,1541200,10,10,2648784,192,1434472,14,10,7,262144,16736,1272424,0,1
618,4,28,5792,6,6,198592,191,4096,9,0,6,262144,320,289080,0,1
619,4,84,158096,10,10,185936,112,149232,14,10,7,262144,16736,2560,0,1
620,4,28,5296,6,6,111680,109,4096,9,0,5,262144,320,1360,0,1
621,4,84,289088,10,10,0,0,272256,14,10,8,524288,49632,46080,0,1
622,4,28,6352,6,6,0,0,4096,9,0,5,524288,33088,68928,0,1
623,1,84,4512,10,10,0,0,20480,14,10,7,262144,49600,2096,0,1
624,1,28,4480,6,6,0,0,4096,9,0,4,262144,33088,1784,0,1
625,4,28,102400,0,4,0,0,127832,2,28,9,2097152,32768,1256,0,1
626,4,84,132288,1707,6,150800,296,106496,14,0,8,1048576,352,2872,0,1
627,4,28,53248,0,4,0,0,70368,2,28,9,2097152,32768,1256,0,1
628,1,28,53248,1,4,0,0,70120,2,28,8,2097152,32768,1256,0,1
629,4,28,5280,6,6,0,0,4096,9,0,5,524288,33088,2056,0,1
630,1,84,5072,10,10,0,0,49152,14,10,6,262144,49472,2056,0,1
631,4,84,51552,10,10,0,0,49424,14,10,7,524288,49504,2056,0,1
632,1,28,4688,6,6,0,0,4096,9,0,4,262144,33088,2056,0,1
633,1,84,199728,10,10,585360,162,618496,14,10,5,262144,16704,189704,0,1
634,4,84,634384,10,10,718944,164,476304,14,10,6,262144,16736,189704,0,1
635,1,28,4944,6,6,597328,162,4096,9,0,4,262144,320,189688,0,1
636,4,28,5776,6,6,755968,162,4096,9,0,5,262144,320,189688,0,1
637,1,56,205840,0,6,0,0,204800,12,0,5,1048576,33088,11848,0,1
638,1,56,222304,0,6,0,0,221184,12,0,5,1048576,33088,11976,0,1
639,1,56,49520,0,6,65744,381,49152,12,0,5,1048576,320,1648,0,1
640,1,56,49520,0,6,65744,381,49152,12,0,5,1048576,320,1656,0,1
641,1,56,111328,0,6,146112,185,110592,12,0,5,1048576,320,305560,0,1
642,1,56,115424,0,6,150880,185,114688,12,0,5,1048576,320,305576,0,1
643,4,56,116176,0,6,173600,185,114688,12,0,6,1048576,352,305560,0,1
644,4,56,124368,0,6,183312,185,122880,12,0,6,1048576,352,305576,0,1
645,1,56,243872,0,6,301360,168,241664,12,0,6,1048576,320,308848,0,1
646,1,56,280768,0,6,368368,168,278528,12,0,6,1048576,320,308864,0,1
647,4,56,482656,0,6,645248,168,479232,12,0,7,1048576,352,308848,0,1
648,4,56,523648,0,6,719520,168,520192,12,0,7,1048576,352,308864,0,1
649,1,56,12967136,0,6,17687600,4809,12959744,12,0,6,1048576,320,2624,1,1
650,1,56,1095552,0,6,0,0,1093632,12,0,5,1048576,33088,351032,0,1
651,1,56,15261456,0,6,20697360,9570,15253504,12,0,6,1048576,320,2632,1,1
652,1,56,1230768,0,6,1528272,127,1228800,12,0,5,1048576,33088,642680,0,1
653,1,56,16768,0,6,0,0,16384,12,0,5,1048576,33088,2728,0,1
654,1,56,16768,0,6,0,0,16384,12,0,5,1048576,33088,2736,0,1
655,1,0,0,0,6,0,0,0,12,0,1,1048576,1344,13341104,1,1
656,1,0,0,0,6,0,0,0,12,0,1,1048576,1344,14710616,1,1
657,1,56,74144,0,6,99936,292,73728,12,0,5,1048576,320,1480,0,1
658,1,84,17952,10,10,54448,108,61440,14,10,6,262144,16704,1016,0,1
659,1,28,4304,6,6,65120,108,4096,9,0,4,262144,320,1040,0,1
660,4,28,4496,6,6,79808,108,4096,9,0,5,262144,64,1040,0,1
661,4,28,42576,0,6,0,0,28672,14,0,7,1048576,33120,480,0,1
662,4,84,257776,10,10,299344,164,242376,14,10,7,262144,16736,1792408,0,1
663,1,28,5440,6,6,185840,187,4096,9,0,4,262144,320,1577728,0,1
664,4,28,6720,6,6,239184,187,4096,9,0,5,262144,320,1577728,0,1
665,4,84,68672,10,10,72688,192,58304,14,10,6,262144,16736,51192,0,1
666,4,84,63936,10,10,65824,164,36256,14,10,6,262144,16736,1288,0,1
667,4,28,5040,6,6,76160,163,4096,9,0,5,262144,64,1288,0,1
668,1,84,10176,10,10,51056,161,69632,14,10,5,262144,16704,6840,0,1
669,4,84,62976,10,10,66928,164,56664,14,10,6,262144,16736,6840,0,1
670,1,84,11184,10,10,99104,161,122880,14,10,5,262144,16704,38384,0,1
671,4,84,121808,10,10,127280,164,114472,14,10,6,262144,16736,38384,0,1
672,1,28,4880,6,6,97184,161,4096,9,0,4,262144,320,42504,0,1
673,4,28,5664,6,6,126704,161,4096,9,0,5,262144,320,42504,0,1
674,1,84,38160,10,10,685728,165,753664,14,10,6,262144,16704,1862464,0,1
675,4,84,709840,10,10,864912,168,659488,14,10,7,262144,16736,1862464,0,1
676,1,28,5232,6,6,298864,165,4096,9,0,4,262144,320,683984,0,1
677,4,28,6352,6,6,538768,165,4096,9,0,5,262144,320,683984,0,1
678,4,28,4736,6,6,0,0,4096,9,0,5,524288,33088,44848,0,1
679,1,84,9920,10,10,0,0,36864,14,10,5,262144,49472,44800,0,1
680,4,84,37312,10,10,0,0,31832,14,10,6,524288,49504,44800,0,1
681,1,28,4416,6,6,0,0,4096,9,0,4,262144,33088,44848,0,1
682,4,28,5568,6,6,0,0,4096,9,0,5,524288,33088,10208,0,1
683,1,84,35856,10,10,0,0,307200,14,10,6,262144,49472,12528,0,1
684,4,84,292576,10,10,0,0,252056,14,10,7,524288,49504,12528,0,1
685,4,28,24576,0,4,0,0,41604,2,28,17,2097152,32768,1256,0,1
686,4,28,40960,0,4,0,0,58072,2,28,9,2097152,32768,1256,0,1
687,1,28,40960,1,4,0,0,57828,2,28,8,2097152,32768,1256,0,1
688,1,56,165632,10,6,0,0,507904,14,12,5,1048576,33088,23620,0,1
689,4,56,524624,10,6,0,0,266240,14,12,6,1048576,33120,23620,0,1
